index,id,Answer,explaination
356.0,Set_13: q1,C. Beta cell tumor,"Beta cell tumors are the most common islet tumors of the pancreas. When functioning, they are also referred as insulinoma because they secrete insulin. Common clini - cal manifestation is fasting hypoglycemia. Insulinomas are usually benign and solitary. High serum insulin con - centrations are present during an episode of hypoglycemia. Light microscopy shows the presence of amyloid in fibrovascular stroma adjacent to tumor cells."
357.0,Set_13: q2,D. Amyloid deposition in islets,"Type 1 diabetes mellitus (T1DM) is caused by the destruction of beta cells of the pancreas, resulting in insulin deficiency. Common signs and symptoms are polyuria, polydipsia, weight loss, and lethargy. Diabetic ketoacidosis may be the first presentation of T1DM. Amyloid deposition is usually seen in type 2 dia - betes mellitus and not seen in type 1."
358.0,Set_13: q3,C. Acute pancreatitis,"Patients of acute pancreatitis usually present with an acute onset of severe epigastric pain, often radiating to back, fever, nausea, and vomiting. There is an abdominal tenderness to palpation. Laboratory findings show eleva - tion in serum amylase or lipase three times or greater than the upper normal range. Common causes of acute pancreatitis are gall bladder stones and alcohol abuse. Pancreatitis due to alcohol abuse is indistinguishable from pancreatitis due to other causes."
359.0,Set_13: q4,E. Pancreatic carcinoma,"Migratory thrombophlebitis (i.e., Trousseau sign) may be the first presentation of pancreatic cancer. Majority of pancreatic cancers arise from the exocrine component of the pancreas."
360.0,Set_13: q5,C. Pancreatic intraepithelial neoplasia (PanIN),"The patient has an incidental pancreatic mass identi - fied on imaging. PanIN lesions generally involve the smaller pancreatic ducts, and represent the progression through a series of grades to the development of invasive pancreatic adenocarcinoma. They are classified as PanIN IA, IB, II, and III.  Multiple genetic abnormalities are associated with increasing PanIN grades, including acti - vation of K-ras oncogene, positive MUC1 expression, inactivation of tumor suppressor genes p16 and p53."
361.0,Set_13: q6,A. Type I—Juvenile onset diabetes mellitus,The HLA complex on chromosome 6 is the strongest genetic risk and accounts for approximately 40–50% of type 1 diabetes. The genetic determinants are polymor - phisms of class II HLA genes which encode DQ and DR. The DR-DQ haplotypes conferring the highest risk are DR3 and DR4.
362.0,Set_13: q7,E. Diabetic ketoacidosis,"Diabetic ketoacidosis (DKA) is a condition that affects patients with type1 diabetes mellitus due to abso - lute insulin deficiency. Laboratory findings show hyper - glycemia (blood glucose >200 mg/dL), increased blood ketones, anion gap metabolic acidosis. Venous pH is usually <7.3 with serum bicarbonate <15  mEq/L, and the presence of ketonuria. Diabetic ketoacidosis (DKA) is one the commonest causes of hospitalization leading to mortality, and morbidity in patients with type 1 diabe - tes mellitus."
363.0,Set_13: q8,A. β cell tumor,"Insulinoma is the most common type of islet cell tumor. This tumor produces insulin. Insulinomas are β cell tumors and are the most common cause of hypogly - cemia resulting from endogenous hyperinsulinism. Approximately 90–95% of insulinomas are benign, and complete resection is the long-term cure with total reso - lution of preoperative symptoms."
364.0,Set_13: q9,C. Glucagonoma,"Glucagonoma is an α-islet cell tumor of pancreas. Common clinical manifestations are necrotizing migra - tory erythema (NME), diabetes mellitus, weight loss, and normocytic normochromic anemia. There may be depression and tendency to develop deep vein thrombo - sis. It is more common in women and is located in the distal portion of the pancreas. Glucagonoma has both trabecular and diffuse pattern of growth."
365.0,Set_13: q10,D. V on Hippel–Lindau syndrome,"A serous cystadenoma is a benign cystic neoplasm, generally located in the body or tail of the pancreas. It is mainly found in elderly. The multiloculated pattern, termed microcystic cystadenoma, is the most common. While most lesions arise sporadically, it is associated with V on Hippel–Lindau syndrome. Grossly, microcys - tic adenoma shows a sponge like appearance with a cen - tral stellate scar. Histologically, the lining cells demonstrate clearing due to glycogen."
366.0,Set_13: q11,E. Type I diabetes mellitus,"Diabetes type 1 is also known as insulin dependent diabetes. Peak age of onset is between 10 and 14 years. Progeny of affected individuals have 10% higher inci - dence. It is an autoimmune phenomenon in which insu - lin producing islets cells (beta cells) are destroyed by T cells of the immune system. CD4 and C8 cells infiltrate and also cause beta cell destruction. Autoantibodies (anti-islet cell, anti-insulin, and anti-insulin receptor) are 108 found. There are one or more environmental triggering events which cause critical B cell mass and subclinical beta cell dysfunction. This process takes months and years before clinical type 1 diabetes mellitus develops."
367.0,Set_13: q12,B. Cystic fibrosis,"Clinical features of cystic fibrosis (CF) in pancreatic disease are due to exocrine pancreatic insufficiency and cystic fibrosis related diabetes. In cystic fibrosis, there is a mutation in transmembrane conductance regulator (CFTR) protein. Dysfunctional CFTR causes thick, vis - cous secretions in the pancreas and lungs. Common manifestation is pancreatic insufficiency (PI). Insufficiency of the exocrine pancreas is present from birth in majority of patients. Defective pancreatic secre - tion, pancreatic duct obstruction, and distension due to viscous mucus and inflammation leads to fibrosis. Because of pancreatic insufficiency, patients are unable to absorb fat soluble vitamins. Patients present with ste - atorrhea, failure to thrive, frequent, bulky, foul smelling oily stools. The most important diagnostic test is sweat chloride testing. Approximately 25%of the cases develop cystic fibrosis related diabetes (CFRD) by 20 years of age."
368.0,Set_13: q13,C. Pancreatic carcinoma,"Pancreatic adenocarcinoma occurs after the age of 50 years and median age at diagnosis in both sexes is after 65 years. Head of pancreas is the common site of pancreatic adenocarcinoma. Besides head, it can occur in the body and tail. Patients usually present with symptoms of anorexia, nausea, fatigue. Tumors of the head of pancreas produce obstructive jaundice due to the compression of common bile duct. Pancreatic can - cers of the body present with mid-epigastric pain with radiation of pain to the back due to invasion of the nerves around the pancreas. Patients can also present with clinical jaundice and palpable gallbladder (Courvoisier sign). Physical examination can show hepatomegaly and ascites. Laboratory investigations show elevated bilirubin, dark urine, and pale stools. Imaging modalities including CT help in the diagnosis. CA19–9 antigen is an important tumor marker. Tobacco smoking is the most important risk factor. Other recog - nized risk factors are obesity, high alcohol consump - tion, chronic pancreatitis, diabetes, family history of pancreatic cancer. 5–10% are hereditary in nature. Common hereditary risk factors are hereditary pancre - atitis, multiple endocrine neoplasia, hereditary nonpol - yposis rectal cancer (HNPCC), familial adenomatous polyposis (FAP), Gardner syndrome, and Peutz– Jeghers syndrome. Majority of pancreatic cancers are adenocarcinomas of the ductal epithelium. Pancreatic carcinoma is a fatal disease and median survival time is 4–6 months."
369.0,Set_13: q14,D. Type 2 diabetes mellitus,Islet amyloid polypeptide (amylin) is deposited in insulin secretory granules in the beta cells of the pan - creas. Amylin causes the inhibition of endogenous insu - lin secretion. Amylin may be involved in the pathogenesis of adult onset diabetes mellitus. Relative insulin defi - ciency and insulin resistance are key factors in type 2 diabetes. The most important risk factors are weight gain and decreased physical activity. Adult onset diabetes (type 2 diabetes mellitus) is a multifactorial disease with a lower incidence of autoantibodies than type 1.
370.0,Set_13: q15,A. Acute pancreatitis,"The most common cystic lesions of the pancreas are pancreatic pseudocysts. They are the potential complica - tions of pancreatitis. This event usually takes 4–6 weeks following the episode of acute pancreatitis. Besides acute and chronic pancreatitis, other causes may include pancreatic trauma and iatrogenic (post partial gastrec - tomy). In acute pancreatitis, proteolytic enzymes cause disruption of pancreatic duct structure and leakage of pancreatic juice into peripancreatic space. There is a severe inflammatory reaction which leads to encapsula - tion of the cysts by fibrosed granulation tissue. Radiologically, they are seen as fluid filled oval or round collections with a thick wall. The pseudocyst is com - monly located in lesser sac, posterior to the stomach. They are not lined by epithelium. Pancreatic pseudo - cysts may regress on its own or interventions are required in selected cases."
