id,Question,A,B,C,D,E,F
Set_15: q22, Which statement best defines epispadias?,A. Urethra ends in an opening on the upper aspect of the penis,B. Opening on the urethra on the underside of penis,C. It is an abnormality at the external urethral meatus,D. It is an abnormality in the shaft of the penis,E. It is an abnormality in the dorsal nerve and blood vessels of the penis,
Set_15: q23, A 9-year-old male patient is brought by his mother to the pediatrician office with symptoms of right testicular pain. Physical examination shows an extra testicular tumour scrotal mass. Imaging studies demonstrate a 2.5 × 2.0 cm spermatic cord mass. A right radical orchi - ectomy is done. Microscopic picture shows malignant cells with rhabdoid differentiation. What is the diagnosis?,A. Non-Hodgkin lymphoma,B. Rhabdomyosarcoma,C. Liposarcoma,D. Hibernoma,E. Adenomatoid tumor,
Set_16: q1,Which of the following is the most common ovarian cancer and shows psammoma bodies on microscopic examination?,A. Granulosa cell tumor,B. Serous cystadenocarcinoma,C. Dysgerminoma,D. Granulosa cell tumor,E. Yolk sac tumor,
Set_16: q2,Which are the following human papilloma virus (HPV) is NOT a high risk for cervical carcinoma?,A. HPV 16,B. HPV 18,C. HPV 31,D. HPV 33,E. HPV 6,
Set_16: q3,Cervical intraepithelial neoplasia (CIN) occurs com - monly at which site?,A. At the squamocolumnar junction of the cervix,B. In the cervix,C. In the vulva,D. At the squamous junction of the cervix,E. At the columnar junction of the cervix,
Set_16: q4,What is the microscopic finding of chronic endometritis?,A. Lymphocytes and neutrophils in the endometrium,B. Plasma cells in the endometrium,C. Monocytes in the endometrium,D. Macrophages in the endometrium,E. Eosinophils in the endometrium,
Set_16: q5,A 35-year-old female come to the physician office with symptoms of cyclical pelvic pain which occurs at time of menstruation. What is the diagnosis?,A. Endometriosis,B. Appendicitis,C. Diverticulitis,D. Ectopic pregnancy,E. Pelvic inflammatory disease,
Set_16: q6,What are the laboratory findings in polycystic ovarian disease (Stein-Leventhal syndrome)?,A. Elevated luteinizing hormone (LH) and low follicle stimulating hormone (FSH),B. Decreased luteinizing hormone (LH),C. Increased follicle stimulating hormone (FSH),D. Decreased testosterone,E. Decreased luteinizing hormone (LH) and elevated follicle stimulating hormone (FSH),
Set_16: q7,Which is the most common benign ovarian tumor?,A. Cystadenoma,B. Teratoma,C. Dysgerminoma,D. Yolk sac tumor,E. Granulosa cell tumor,
Set_16: q8,Immature teratoma is graded by:,A. Amount of mature tissue,B. Amount of immature neuroepithelium,C. Amount of immature cartilage,D. Amount of bone and well-formed teeth,E. Amount of immature tissue types,
Set_16: q9,What is the percentage of the teratoma which develops malignant transformation; usually squamous cell carci - noma (SCC)?,A. 5%,B. 10%,C. 15%,D. 20%,E. 2%,
Set_16: q10, A female in her early 20s presented to her physician with complaints of right lower quadrant pain for approxi - mately 2  weeks and adnexal mass. Laboratory values may include elevated beta lactate dehydrogenase (LDH). What is the diagnosis?,A. Serous cystadenocarcinoma  128,B. Dysgerminoma,C. Mucinous cystadenocarcinoma,D. Endodermal sinus tumor,E. Granulosa cell tumor,
Set_16: q11, Which of the following is correct regarding Meigs’ syndrome?,A. Ovarian fibroma and ascites,B. Ovarian fibroma and pleural effusion,"C. Ovarian fibroma, ascites and pleural effusion",D. It is an androgen producing tumor,E. It produces β-HCG,
Set_16: q12, Call-Exner bodies are found in which tumor?,A. Teratoma,B. Dysgerminoma,C. Granulosa cell tumor,D. Sertoli-Leydig cell tumor (androblastoma),E. Cystadenocarcinoma,
Set_16: q13," A uterine mass is found in a 52-year-old woman. Gross examination shows 10  cm, yellow-tan mural lesion. Microscopic examination shows coagulative tumor necro - sis, mitotic count >10/10 HPF. What is the diagnosis?",A. Leiomyosarcoma,B. Adnexal tumor,C. Leiomyoma,D. Carcinosarcoma,E. Adenosarcoma,
Set_16: q14, Which of the following is the correct answer for the molar karyotype of hydatidiform mole?,"A. 69, XXY","B. 46, XX","C. 69, XXX","D. 46, XY","E. 69, XYY",
Set_16: q15, A 25-year-old woman has a spontaneous abortion at 16 weeks. The male fetus is deformed and nonviable. The placenta is also small. It shows grape-like villi among morphologically normal villi. What is the diagnosis?,A. Partial hydatidiform mole,B. Complete hydatidiform mole,C. Invasive hydatidiform mole,D. Choriocarcinoma,E. Turner syndrome,
Set_16: q16," A 38-year-old female presents with irregular vaginal bleeding and pelvic pain. Pelvic ultrasound reveals a pelvic mass. Endometrial biopsy reveals enlarged, non- spindled pleomorphic cells with large nuclei and no mitotic figures. What is the diagnosis?",A. Leiomyosarcoma,B. Adenomatoid tumor,C. Adenomyoma,D. Adnexal tumor,E. Uterine epithelioid leiomyoma,
Set_16: q17," A 32-year-old woman presents with vaginal bleeding, shortness of breath, hemoptysis and chest pain. Chest X-ray shows multiple infiltrates of various shapes in both lungs. Serum level of human chorionic gonadotro - pin (hCG) is elevated. What is the diagnosis?",A. Seminoma,B. Yolk sac tumor,C. Granulosa cell tumor,D. Leydig cell tumor,E. Choriocarcinoma,
Set_16: q18," A 58-year-old markedly obese, single, diabetic nullipa - rous woman presents with vaginal bleeding. A pap smear is done which shows cells that are consistent with endo - metrial adenocarcinoma. Which of the following disease can progress to endometrial carcinoma?",A. Adenomyosis,B. Human papillomavirus infection,C. Endometrial hyperplasia,D. Leiomyoma,E. Chronic endometritis,
Set_16: q19, The epithelial lining of fallopian tube is:,A. Squamous,B. Cuboid,C. Ciliated columnar,D. Pseudostratified columnar,E. Transitional,
Set_16: q20," A 25-year-old woman in her fifth month of pregnancy complaints of vaginal bleeding and no fetal movement. Physical examination reveals a larger uterus than expected for her duration of pregnancy. During the examination, she spontaneously passes some grape-like tissue. Which of the following is the most likely complication?",A. Granulosa cell tumor,B. Invasive mole,C. Polycystic ovaries,D. Serous cystadenocarcinoma,E. Increased risk for breast carcinoma,
Set_16: q21, Microscopic picture of an ovarian lesion is shown below. What is the most likely diagnosis? 16 Female Genital Tract 129,A. Brenner tumor,B. Struma ovarii,C. Thecoma,D. Serous cystadenoma,E. Choriocarcinoma,
Set_16: q22, A 49-year-old woman presents to her primary care physi - cian with a recent history of a malodorous bloody discharge following intercourse. Her last PAP smear was done 12 years ago. What would be the most likely diagnosis?,A. Endometriosis,B. Cervicitis,C. Vaginitis,D. Pelvic inflammatory disease,E. Squamous cell carcinoma of cervix,
Set_16: q23, A 30-year-old woman shows ASC-H (atypical squa - mous cells-favor high grade). What is the most appropri - ate follow up for this patient?,A. Repeat pap smear in 6 months,B. Repeat pap smear in 1 year,C. Hysterectomy,D. Loop electrocautery excision procedure,E. Colposcopy,
Set_16: q24," An 8-year-old girl has intermittent lower abdominal pain and fever for 3 weeks. On physical examination, lower abdomen tenderness is noted. Ultrasonography (US) showed a huge pelvic tumor with cystic mass. Biopsy of the tumor is done. Microscopic picture shows solid, tubular and focal papillary patterns with Schiller–Duval bodies. What is the diagnosis?",A. Embryonal carcinoma,B. Choriocarcinoma,C. Yolk sac tumor,D. Teratoma,E. Dysgerminoma,
Set_16: q25, Gross specimen of the ovary of 19-year-old female is shown below. What is the diagnosis?,A. Cystadenoma,B. Cystadenocarcinoma,C. Mature cystic teratoma of ovary,D. Dysgerminoma,E. Ovarian fibroma,
Set_16: q26, A middle-aged woman complaints of menorrhagia and dysmenorrhea. Patient has a uniformly enlarged uterus with normal-appearing endometrial tissue on biopsy. What is the diagnosis?,A. Leiomyoma,B. Adenomyosis,C. Pelvic adhesive disease,D. Uterine cancer,E. Chronic endometritis,
Set_17: q1,The distinction between phyllodes tumor and fibroade - noma is based on?,A. Proliferating epithelial elements,B. Tumor size,C. Age of the patient,D. Stromal cellularity,E. Mucinous change,
Set_17: q2,Which of the following breast pathology has 4–5 times increased risk of breast cancer?,A. Apocrine metaplasia,B. Sclerosing adenosis,C. Usual ductal hyperplasia,D. Intraductal papilloma,E. Atypical ductal hyperplasia,
Set_17: q3,The most likely cause of a 1-cm mass in the upper outer quadrant of the breast of a 65-year-old woman is?,A. Fibrocystic disease,B. Acute mastitis,C. Fibroadenoma,D. Carcinoma,E. Paget disease of the breast,
Set_17: q4,A 42-year-old woman noticed lumps in both breasts. Fine needle aspiration of both breasts reveals additional foci of similar cells. What is the diagnosis?,A. Medullary carcinoma,B. Metaplastic carcinoma,C. Papillary carcinoma,D. Lobular carcinoma in situ (LCIS),E. Infiltrating ductal carcinoma,
Set_17: q5,A 33-year-old woman presents with bloody nipple dis - charge from her left breast. Core needle biopsy of the breast is done and microscopic examination shows papillae with a delicate fibrovascular core. What is the diagnosis?,A. Fibroadenoma,B. Fibrocystic changes,C. Intraductal papilloma,D. Lobular carcinoma,E. Carcinoma of the breast,
Set_17: q6,"A 52-year-old woman presents with a large, massive size mass distanding the right breast. Core biopsy of the breast is done. Microscopic examination shows an increased cellularity, stromal overgrowth. What is the diagnosis?",A. Phyllodes tumor,B. Fibroadenoma,C. Medullary carcinoma,D. Fibrocystic changes,E. Lobular carcinoma,
Set_17: q7,Which of the following benign breast lesions does NOT have a myoepithelial lining?,A. Fibroadenoma,B. Microglandular adenosis,C. Tubular adenoma,D. Ductal ectasia,E. Lipoma,
Set_17: q8,A 61-year-old woman presents with red warm edema - tous skin of the right breast with a diffuse erythema and edema. There is also an orange red thickened skin. What is the diagnosis?,A. Paget disease of the breast,B. Inflammatory carcinoma of the breast,C. Fat necrosis,D. Apocrine metaplasia,E. Medullary carcinoma,
Set_17: q9,"A 52-year-old woman presents with ulceration, oozing, crusting and fissuring of the nipple and areola. On exam - ination, there is redness, flaky, and scaly skin on the nipple with an inverted nipple. What is the diagnosis?",A. Paget disease of the nipple,B. Medullary carcinoma,C. Inflammatory carcinoma,D. Infiltrating ductal carcinoma,E. Ductal carcinoma in situ  136,
Set_17: q10, Which is the most important prognostic factor for deter - mining outcomes in invasive breast carcinoma?,A. Age of the patient,B. Axillary lymph node status,C. Distance of resection margin to the tumor location in the breast,D. Estrogen/progesterone receptor (ER/PR) status of Invasive carcinoma,E. Radiation therapy to the breast and axillary lymph nodes,
Set_17: q11," A 55-year-old woman has a screening mammogram. The mammographic findings show microcalcifications. An excisional biopsy show pleomorphic cells with cen - tral necrosis, central calcification, and stromal fibrosis. What is the diagnosis?",A. Apocrine metaplasia,B. Fat necrosis,C. Ductal carcinoma in situ (DCIS),D. Inflammatory carcinoma,E. Fibrocystic changes,
Set_17: q12, HER-2/NEU receptor gene mutation is seen in which of the following breast disease?,A. Fibroadenoma,B. Breast cancer,C. Apocrine metaplasia,D. Sclerosing adenosis,E. Fibrocystic breast changes,
Set_17: q13," A 24-year-old woman finds a 2 cm mass in the upper outer quadrant of her left breast while taking a shower. She comes to family practice clinic for evaluation. Examination reveals that the mass is nontender, smooth, round, and freely mobile. What is the most likely diagnosis?",A. Infiltrating ductal carcinoma,B. Fibroadenoma,C. Fibrocystic change,"D. Infiltrating ductal carcinoma, comedo type",E. Lobular carcinoma in situ,
Set_17: q14, A 55-year-old female presents with a breast lump. Microscopic picture is composed of two cells popula - tion. What is the diagnosis?,A. Infiltrating carcinoma of the breast,B. Ductal carcinoma in situ,C. Adenoid cystic carcinoma of the breast,D. Inflammatory carcinoma of the breast,E. Lobular carcinoma of the breast,
Set_17: q15, Which of the following elements in fibrocystic change is having increased risk of breast cancer?,A. Cyst formation,B. Epithelial hyperplasia,C. Apocrine metaplasia,D. Sclerosing adenosis,E. Papillomas,
Set_17: q16," A 29-year-old diabetic female patient presents for evalu - ation of a painful breast mass. On physical examination, there is small, tender nodule in the left breast. Imaging studies show an ill-defined mass with calcifications. Biopsy shows dense fibrosis, lobular atrophy, and aggre - gates of lymphocytes. What is the diagnosis?",A. Fat necrosis,B. Granulomatous mastitis,C. Duct ectasia,D. Lymphocytic mastitis,E. Fibroadenoma,
Set_17: q17, A 54-year-old female presents with breast lump. Excisional biopsy is done which shows tumor cells in single lines (Indian filing). What is the diagnosis?,A. Infiltrating ductal carcinoma of the breast,B. Infiltrating lobular carcinoma of the breast,C. Ductal carcinoma in situ,D. Inflammatory carcinoma of the breast,E. Tubular carcinoma,
Set_17: q18, Which of the following breast carcinoma is estrogen receptor negative by immunohistochemistry?,A. Medullary carcinoma,"B. Ductal carcinoma, low grade",C. Lobular carcinoma in situ (LCIS),D. Colloid carcinoma,E. Tubular carcinoma,
